,title,contents
956,내년 1월말 출산예정인데 아기옷을 어떻게 준비해야할까요?," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글, 박람회관련 질문과 후기글등은 박람회게시판으로 이동)많은 협조 바랍니다. ^^ 내년 1월말-2월초 예정이구요.성별을 알고나니 애기옷이 막 눈에 들어와서 벌써부터 막 사모으고 있어요ㅋ근데 아기 옷은 특히 계절을 잘 생각해서 사야한다더라구요.나름대로 한다고 계산해서 사긴했는데..제가 지금까지 사놓은건 밍크뮤행사가서긴팔상하내의 80사이즈 1개발싸개 2개(얇은거1개, 엠보싱처리된 겨울용1개)반팔 우주복 80사이즈 2개반팔티와 반바지로 나뉘어진 상하복 90사이즈 1개  얼마전 코엑스 베페갔더니 엘르베이직 고별전한다고 세일 엄청하길래배냇저고리 60사이즈 2개.긴팔 상하내의 75사이즈 2개, 85사이즈 1개 (엘르는 사이즈가 75,85,95 이렇게밖에 안나온대요) 손싸개 1개.오가닉 속싸개 1개.타올 속싸개 1개.겉싸개(솜이불처럼 약간 두꺼운거) 1개.밤부베베 손수건 10장  정리하면배냇저고리 2개.긴팔내복 엘르 75 사이즈 2개. 밍크뮤 80사이즈 1개. 엘르 85사이즈 1개.반팔우주복 밍크뮤 80 사이즈 2개 (->이건 백일정도 지난 여름에 입히면 되나요?)반팔상하복 90 사이즈 1개(->이건 돌지난 여름에 입히면 맞겠죠?) 제가 사놓은 사이즈가 계절 생각해서 잘 산건지 조언좀 해주세요.그리고 더 사둬야할 것들이 뭐 있을지도요. 예를 들어 내복은 최소한 몇개정도 있어야 된다던지..마지막으로 긴팔 우주복이랑 내복중에 뭐가 더 편한가요? 아님 용도가 다른건가? 우주복은 외출복 대용인건가요?      "
957,10월초 출산용품 - 빠진거 알려주세용," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글, 박람회관련 질문과 후기글등은 박람회게시판으로 이동)많은 협조 바랍니다. ^^ 유모차 - 스토케v3 브라운카시트 - 브라이텍스 메르디언 T&A (선물)아기띠 - 맨듀카피셔바운서 아이존 아기체육관 (둘다선물)모빌 타이니러브 수드 앤 그르부 / 모빌대흑백모빌(추후구입)치발기set . 오가닉인형아기침대 / 범퍼품(선물)신생아라텍스 set(선물) / 엘리펀트이어스 목쿠션 블랭킷겉싸개 속싸개7( 수드타임, 스와들라이트 블랭킷 선물)이불세트 - 포근x라 에서 구입 - 저렴이로 맘에듬방수요(추후구입) 의류배넷저고리 5 (밍크뮤 베페구입)밍크뮤 내의70호 2 / 신생아 모자 1          우주복 75호 1손싸개 2 양말4 턱받이 1방한우주복 (선물예정) 수유용품유축기(추후구매 & 대여)수유패드젖병소독기 - 유팡(선물)모유저장팩수유쿠션세척솔 브러쉬에티튜드 세제 세탁용품꼬망스 세탁기세탁망에티튜드 세제 (유연제 세제 얼룩제거) 위생용품손톱가위세트멘봉 물티슈(몽드드 추후구매)체온계 브라운4520 (선물)밤부베x 거즈손수건 20장 일반 20장 천기저귀 5장 (타올대용)지퍼팩콧물흡입기(추후구매)손세정제(추후구매)가글(추후구매) 목욕용품 아기욕조 - 아쿠x스케일(제일후회)샴푸 바스 크림 오일 로션 비올란 (선물)발진크림 얼쓰마마 바터밤 산모용품수유브라 팬티 산모패드 수면양말 손목보호대 내의 혹시 빠진것 있을까요?          "
958,"역시나 여자의 승진은 결혼,출산이 아직도 걸림돌인가봐요;;"," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글)많은 협조 바랍니다. ^^   전 현재 중소기업에 재직중이고 남자 6명 여자 1명(저)인 회사에 24살 경력직으로 2009년에 입사해서 지금까지 횟수로 5년째 다니고 있습니다 올해 10월이 되면 꽉찬 4년이 되네요 24살에 회계직 경력직으로 입사해서 세무사에 따로 기장안하고 제가 결산빼고는 자체기장,세무신고 다 맡아서 했었구요 뭐 나이가 어렸을때는 승진 바라지도 않았어요... 그런데 동갑이 사장아들이 들어왔었고 처음엔 저보다 연봉도 적더니 그 다음년도엔 연봉이며 대리로 승진시켜주길래 사장아들이니 그럴수 있다고 속상하지만 위로하고 다녔어요... 작년 3월 전 결혼을 했고 결혼후에도 출퇴근 왕복 3시간이 되는 거리도 힘든내색 없이 지금 1년이 지난 시점까지 잘 다니고 있어요 작년 말쯤 임신사실을 알렸고 몸은 힘들지만 조금이라도 더 벌어야해서 출산휴가, 육아휴직 받을생각에 열심히 다니고 있습니다 매년 3월 연봉 협상을 하는데 다른 사람들은 다 올랐는데 저만 안올랐더라구요... (전 6월까지만 다니고 7월부턴 출산휴가 들어갈 생각이에요...) 속상했지만 출산휴가 들어갈꺼라서 안 올려줬나보다 하고 나름 위로하며 지냈어요... 솔직히 이것도 그래봐야 3개월인데 치사하게 남들 다 올려주는거 나만 안올려주니 괘씸하더라구요 그래서 처음엔 복직 생각도 했지만 이건 맘 접었어요 출퇴근 시간도 있고 애기 낳고 어린이집 보내도 집에서 가까운곳이 나을꺼 같아서요 그리고 지금까지 잘 지내고 있는데 왠걸;; 작년 5월에 입사한 남자 사원이 있는데 딱 1년만에 대리 승진이네요;; 뭐 그래요.. 그 사람은 영업직이니까 나이도 나보다 몇살 많으니까... 난 영업도 아니고 그냥 경리일뿐이니 굳이 직급 필요 없지만 그래도 속상한건 어쩔수가 없네요;;; 결혼, 출산이 연봉,승진에 이렇게 바로 타격이 올줄은 몰랐어요;; 오늘은 부장 붙잡고 출산휴가,육아휴직에 대해서 어떻게 할껀지 확실히 얘기나 좀 해봐야겠어요...  속상해서 넋두리 하시는거니 너그럽게 이해해주세요 ㅠ  "
959,출산전후급여 아리송한 몇가지 구체적인 질문좀 드릴께요~," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글)많은 협조 바랍니다. ^^    ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글)많은 협조 바랍니다. ^^  현재 10주된 직장맘인데요~ 지금 직장 8년찬데 아직 회사(근로자100인미만 중소)에 임신사실을 알리지 않은 상태라 출산휴가 후 복직여부는 아직 불확실하네요.저희 회사에서 출산휴가 육아휴직 등의 사례가 없던지라, 혼자 먼저 대략이라도 좀 알아보고 회사와 협상해보려는데몇가지 궁금한 사항이 있어서 도움좀 구하고자 합니다. 많은 도움 부탁드려요~~ 1. 500인미만 근로자면 무조건 다 우선지원대상기업인가요? 그럼 3개월 모두 고용보험에서 지급이 되는건가요?   고용보험 홈페이지에는 최대보장이 135만원이라 고용보험에서 135만원 지원된다는 내용만 있고, 마더 정책포털에는 (통상임금-135만원 고용보험지원금)의 차액은 60일동안 기업에서 지급한다고 되어 있는데 어떤것이 맞나요??? 2. 만약 135만원, 고용보험에서 나오는것만이 전부라면 3개월 모두 고용보험에 신청하면 될테고, 차액이 회사에서 지급된다면 통상임금을 그냥 회사에서 지급받고, 회사에서 고용보험에 135만원 지원금을 저 대신 신청하는 것인가요?? 3. 출산휴가후 육아 휴직이 아무래도 좀 눈치도 보이고 간난쟁이를 어디맡길 곳도 없어 퇴직을 해야할 가능성이 높은데요. 이럴때 출산휴가 후 바로 실업급여받을 수 있는 퇴직처리가 가능한가요??? 만약 안된다고 하면 육아휴직 쓰겠다고 우겨서 육아수당이라도 챙겨야 할까요?? 최대보장이 50만원인데 그것조차도 15%인지를 복직 6개월 뒤 일시금으로 받는다는데 맞나요? 4. 결과적으로 출산휴가든 육아휴가든 회사에서는 금전적인 피혜는 없는 거지요??? 회사에서 휴가에 부정적일 경우를 대비해 알아두어야 할 내용은 없을까요?? 여러 똑똑맘들의 많은 도움말씀 부탁드립니다~     "
960,8/13 남아 3.07kg 길고긴 출산후기 :),
961,"출산지원금(시댁,친정)받았는데..맘이 참 그렇네요..ㅠ.ㅠ","★질문방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글(이벤트 스크랩 포함)/보험 관련글(가입 후기 및 사은품 등 낚시글, 보험사 기재, 설계사 소개, 가입시기, 보험료문의 등)은 게시불가 합니다.3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 각 질문방의 주제에 맞지 않는 글들은 적정한 수다방으로 각 무통보 이동됩니다.5) 노출이 심한 임신 중 주수놀이나 아기의 주요부위 사진, 그리고 아기 변이나 분비물 등 불쾌감을 줄 수도 있는 사진들은 자제 당부드립니다.  (공지 http://cafe.naver.com/imsanbu/18729542 2번항 참고) 많은 협조 바랍니다. ^^   이번주 토요일이면 뱃속에 아가가 나올예정일입니다.이래저래 싱숭생숭한 마음으로 무더위를 이겨내고 있죠^^다들 힘내시구요.그냥 요즘 마음이 불편해서 주저리 쓰는거예요^^; 저의 친정은 강원도고, 시댁은 인천이고 저희 부부는 부천에 살고 있어요.친정어머니는 아버지랑 같이 조카(15개월) 키워주시고 계시고(어머니는 전업주부,ㅇ ㅏ버지는 공무원) 전 2녀중 막내.시부모님은 두분다 일을 하고 계세요. 남편은외아들입니다.양가 집안형편은 비슷비슷하고요..저도 직장맘이다가 한달전부터 쉬고 있고요. 이제 출산 할 때가 되서 저저번주인가? 친정엄마가 한번 올라오셨어요 막바지 준비도와주시고 (빨래, 필요한물품)순산하라고 물론 아기 낳기전에 서울언니네집에 올라오셔서 대기하신다고했지만 멀리있으니 이래저래 걱정이 됐나봐요. 제가 막내니까... 출산할때 이래저래 돈 많이 들테니 쓰라고 100만원 봉투를 남편한테 주셨어요.생각보다 많은 금액에 저도, 남편도 놀랬어요. 친정에서 먼저 도움을 주시니 저도 사람인지라 시댁에서도 주시겠지? 하면서 나름 기대를 하고 있었어요.시댁은 가까워서 적어도 1~2주에 한번씩 찾아뵙고 식사도 같이 많이 하고 나름 친정보다는 많이 왕래했죠.물론 남편도 친정에 전화자주 드리고 혼자 잘 챙기더라고요. 엊그제 밥먹으러 오라고 하셔서 가서 맛있는 음식 사주시면서 이제 막바지니 몸관리 잘하고 힘내라고 해주셨어요.내심 기대하고 있었는데 아무런 것도 없이 밥만 먹고 왔습니다. ^^;어제 남편이랑 늦게까지 자고 있는데 어머님 전화와서 한번 더 오라고 하더라구요.이틀 연속 가기 몸도 무겁고 살짝 짜증(?)도 났지만 호출하셨는데 안가기도 그렇고 또 같이 갔어요.집에서 밥먹고 후식먹고 있는데 어머님이 어제 못줬다면서 조리원비 보태라고 봉투를 주시더라고요.감사하다고 인사드리고 집에 와서 확인하니 50만원이더라고요. 근데 저는 조리원 갔다가 2주간 또 친정에서 몸조리 마저 할 생각이었거든요. 물론 엄마도 그러라고 하셨고요.근데 조카도 있는 중에 저랑 신생아 까지 가면 너무 죄송해서남편에게 친정에 조리비용겸 용돈으로 50정도 줬으면 좋겠다고 했더니 지금 당장 형편생각해서 (제가 쉬면서 부담을 좀 느끼는듯)30만원만 드렸으면 좋겠다고 했었던 적이 있거든요..그래서 약간 서운했었던 적이 있는데 그러자고 했었어요.. 근데 양가집안 형편 비슷비슷하고 오히려 시댁쪽은 남편이 외아들이고 두분다 수입이 있으시고..친정은 형편 제가 어느정도인지 아는데 ..너무 많이 주셔서.. 2배나 주신거잖아요..그래서 맘이 좀 불편해요.. 남편은 아무생각도 없는지 그냥 가만히 있는데... 돈문제에 요즘 예민해서 그런지 똑같이 받고 싶네요. 나중에 복직하면 어머님이 봐주시기로 했는데 어머님 일하실때 수입이 120 정도 되시나봐요. 그만큼 똑같이 얘기하더라고요. 어머님이 버시는게 고정지출이니까 똑같이 얘기하셨나보더라구요 남편한테..저도 흥분해서 우리 형편에 120이면 너무 많다. 저희 친언니도 형부랑 맞벌이면서(저희부부보다 수입 나아요 2배정도?) 일주일마다 주말에 강원도까지 내려가서 애기보고 하는데 110만원 드리고 있거든요(순수 아기봐주시는 비용만)근데 저희는 시댁 가깝고 언니네보다 더 자주가서 부담 덜어드릴테고  어머님 일도 쉬시면 교통비(직장이 좀멀거든요) 도 절약되고 휴가 안드리는 것도 아니고 일주일에 3~4번은 갈텐데.. 얘기했더니 고정지출이다 어쩌다 얘기하다가 나중엔 본인이 얘기하기로 했어요 어머님께..100으로 ..얘기해본다고. 양가 생신 이런거 다 공평하게 하기로 했었고 한번도 트러블 없었는데지금 제감정(출산지원금 2배나 친정에서 받은것, 어머님 비용) 때문에 혼자 스트레스 받고 있는것 같아요.. 제가 나쁜 며느리인가요??ㅠ.ㅠ   다들 저같은 상황이시라면 어떻게 하시겠오요???              "
962,지금 20주인데.. 층간소음으로 스트레스..출산전에 이사하는게 좋을까요~?," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글)많은 협조 바랍니다. ^^  신혼초에 대출을 아예 안받고 빌라로 시작했어요. 왠만큼 살집은 1억3천정도 전세자금 있어야 하는데..그럼 7천정도 대출 받아야 해서 ㅜㅜ. 그래서 지금 살고있는 빌라에서 2년 버티려고 적금들면서 돈 모으고 있는데..윗집에 층간소음을 거의 6개월은 참고 살았어요.떄떄로 너무 시끄러우면 위에 계속 경고를 주었는데도..윗집에 아이들 2명이 있는지라 그것도 컨트롤이 쉽지가 않나봐요 ㅠ.ㅠ참.. 그냥 이참에 이사를 갈까 생각을 했는데..그럼 전세자금 대출받아서 거진 한달에 29만원돈(7000만원전세자금이자)을 이자로 내면서 살아야 하는데..그렇게 많은 돈을 이자로 날리는 것도 좀 아닌것 같구..그렇다고 아이 출산하고 우리아기 돌때가 빌라 만기일이라 집 빼줘야 하는데..그떄 이사를 해야할지.. 1년3개월뒤에 나가면 3000만원이 더 생겨서 한 4천정도만 대출받으면 되는데..그럼 이자가 한달에 17만원 정도..이정돈 이자로 괜찮을것 같은데.. 버티고 싶은데 ㅠㅠ 아이 낳고 이사하면 힘들다던데.. 그냥 손해(이자내는)를 감수하고 넓은집에서 편하게 살지..아님 남은 1년 3개월 참고.. 빌라 만기를 다 채우고 나갈지 고민이네요 ㅠ.ㅠ어떤게 현명한 방법일까요~?"
963,KK에서 출산했어요.,
964,출산 후 5일간의 소감. 다른분들 어떠셨어요?,
965,강동경희대병원 제왕절개 둘째 출산 후기,
966,지방출신이신 분들 출산어디서 하세요? 친정쪽에서 하세요?,"★질문방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글(이벤트 스크랩 포함)/보험 관련글(가입 후기 및 사은품 등 낚시글, 보험사 기재, 설계사 소개, 가입시기, 보험료문의 등)은 게시불가 합니다.3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 각 질문방의 주제에 맞지 않는 글들은 적정한 수다방으로 각 무통보 이동됩니다.5) 노출이 심한 임신 중 주수놀이나 아기의 주요부위 사진, 그리고 아기 변이나 분비물 등 불쾌감을 줄 수도 있는 사진들은 자제 당부드립니다.  (공지 http://cafe.naver.com/imsanbu/18729542 2번항 참고) 많은 협조 바랍니다. ^^       지방 출신이신분들 출산 어디서 하세요? ㅠ친정에가서 하시나요? 아니면 그냥 사는 곳에서 하세용? 제가 양재에 살다가 수원으로 이사를 해서아직 병원은 곽생로를 다니고 있거든요직장은 아직 양재에 있고 해서 아직 못옮겼어요 근데 아무래도 출산병원은 옮겨야 할것 같은데수원에서 낳으려고 했더니엄마는 친정인 부산에 와서 낳으라고 하더라구요제가 9개월까지만 직장다니고 휴직 할 생각이긴 한데어떻게해야 맞는건지 모르겠네요 ㅠ 산후조리원도 얼른 예약해야 하는데아직 출산 병원은 커녕 어느지역에서 할지도 못정했어요 ㅠ 보통 지방에서 오신 분들애기 친정엄마한테 가서 낳으시나요? ㅠ 어쩌시나요? 그리고 수원에서 출산예정이신분들산부인과도 좀 추천해주세요~  기왕이면 동수원 영통구쪽으로 :) 근데 수원에 있는데 곽생로까지 가서 낳아도 괜찮을까요?사실 옮기는것도 걱정이고 이래저래 고민이 많네요 ㅠ             "
967,호산병원 출산후기 -4.2kg 자연분만 했어요ㅋㅋ..,
968,"시누가 오늘 둘째를 출산, 갈수가 없네요"," ★수다방 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.5) 수다방 성격에 맞지않는 이탈글은 이동 또는 삭제됩니다. (예: 임신을기다리는맘들수다방->임테기 두줄사진 등 임신확인문의글, 싱글방->이혼문의글, 외동아방->둘째찬반논쟁글, 예비신부의 임신얘기->낙태고민글)많은 협조 바랍니다. ^^     본이 아니게 새언니 노릇이 힘드네요.나도 아기가 있었다면 꽃바구니 한아름 들고 가서 축하해줄텐데..  그 상황이 불편한 나 자신이나, 축하받을 당사자나,  절 지켜볼 시댁식구들이나... 제가 편칠 않나봐요. 오전에 안와도 된다고 어머님의 배려어린 허락이 있었어요.참.... 그렇네요.   얼마전까지만 해도 진심으로 웃어줄수있다.. 축하해 줘야지,, 어른스럽게! ..그랬는데하루전인 어젯밤은 내일이 두렵게만 느껴줬어요.  센스있게도 생리까지 찾아와 주시고..ㅠ.ㅠ 날씨는 비가 오네요.그러던 차에 어머님은 제 맘을 알았는지... 아니면 당신도 절보는 마음이 불편하신지, 본인 딸을 위해선지. 절 사전 차단(?)하셨어요.  고마우면서 씁씁한 이 기분은 저도 잘 모르겠어요.ㅠ.ㅠ. 요즘은 한의원 다녀요, 출근 안하는 날엔 침맞고 한약도 다시 시작! 예전부터 먹었던 한약만 여섯재였지만, 모두 임신과 관련된 한약이였고,  지금 먹는건 체질을 바꾸고 개선시키는 한약이예요. 원인불명인 만큼 전반적인 몸의 개선이 필요하다는 저와 한의사쌤의 생각이였어요. 노력! 또 노력! 하고 있다는걸.. 주변 가족들도 알아주면 좋겠어요.ㅠ.ㅠ    "
969,그레이스병원 출산후기담 올려요~~," ★지역게시판 이용 전, 꼭 확인해주세요★1) 카페이용 전 반드시 카페규정 http://cafe.naver.com/imsanbu/13264822 읽어주세요.(게시물의 이동,삭제,강퇴에 대한 내용 꼭 확인하셔서, 규정위반으로 인한 카페활동제약 등 불편함이 없으시길 바랍니다.)2) 광고·홍보글/이벤트 스크랩/보험가입사은품 낚시글 등은 게시불가합니다. 3) 판매,대여,양도,부동산거래 등 금전이 오가는 거래/공구모집/구함글(판매,대여,구인구직,영업사원·홈스쿨선생·베이비시터·가사 도우미 등) 등은 게시불가합니다.4) 후기글은 해당 후기게시판으로, 의료분쟁 관련 등 지역사회 분쟁글은 이슈게시판으로 각 이동되고, 과도한 논쟁글(욕설과 비하 등)은 삭제됩니다.많은 협조 바랍니다. ^^ 그레이스병원 자연주의 출산 후기담막달까지 회사를 다니던 상황이라 자연주의 출산에 대한 교육을 임신기간 중에 제대로 받지 못한 상태였습니다.지금 생각해보면 시간을 내서 틈틈이 교육을 받을 껄.. 하는 아쉬움이 듭니다. 오후 7시에 살짝 양수가 흘러서 급하게 병원을 찾았습니다. 확인 검사후 주기적인 진통을 기다리기 위해 자연주의 분만실에 들어가게 되었습니다. 마치 방안처럼 아늑하게 꾸며진 공간은 출산에 대한 두려움과 긴장감으로 굳어진 제 몸과 마음을 좀 안정시켜 주었고 간호사 선생님의 호흡법 안내(정말... 이 호흡법을 몰랐다면 진통을 견뎌낼 수 없었을 것 같네요...^^), 자연주의 명상 등등 큰 도움을 받아 진통시간을 견뎌냈습니다. 아기에게 좋지 않다는 무통주사 없이 여러가지 자세로 힘주기 시기에 들어갔고 허리가 아픈 저에게 쪼그려 앉아 힘주는 자세를 찾아내 주시어 고된 시간을 버틸 수 없었습니다.  두 명의 간호사 선생님이 줄곧 저를 도와주셨고 제 끝었는 반복물음(언제쯤 낳냐며...)에도 자세히 진행과정을 설명해 주셨습니다. 새벽 4시 41분 당직 의사선생님이셨던 장 호선 선생님이 아기를 받아 주셨습니다. 제 가슴 위에 세상에 나오자마자 안긴 아기를 보면서 정말 감동받았던 울지도 않고 편안해 보이는 아기를 보며 감사의 마음을 가질 수 있었습니다. 힘들지 않았다면 거짓이겠지만 출산의 과정을 무서움과 두려움없이 받아들일 수 있는 자연주의 분만에 좋은 기억을 가질 수 있게 되었습니다. 또한 제가 주치의 조희정 선생님을 만나게 된 건 임신하기 전 산전검사 및 부부생활에 대한 고민, 임신희망 등 살짝 스트레스를 받던 시기였습니다. 친절한 설명과 제게 안정감을 주시어 몇달 후에 지금의 예은이라는 이쁜 딸을 가지게 되었습니다. 그 후에도 주치의 선생님이 되주시어 매번 정기검진 때 좋은 말씀 많이 해주시고, 조심해야 할 시기, 운동해야 할 시기 등등 출산까지 무난하게 도달할 수 있도록 일러주셔서 힘들지 않은 임신기간을 보낼 수 있었습니다. 정말 깊이 감사드리고 좋은 인연 오래 유지할 수 있었으면 좋겠습니다.^^  마지막으로 무엇보다 출산부터 조리까지 편안한 분위기에서 진행할 수 있도록 노력해준 간호사 선생님들과 관리 선생님들께 감사드리고 다양한 산후조리원 프로그램과 모유수유를 가능하게 도와주셨던 조리원에서의 생활을 잊지 못할 것 같습니다. 모유가 잘 나오지 않아 고민이 많았던 저에게 마사지 및 수시로 몸상테 체크해주셨던 선생님들이 있었기에 스트레스를 이겨낼 수 있었습니다. 앞으로 둘째(만약 낳는다면...^^)도 그레이스 병원에서 함께 하고 싶습니다."
